Activity_ID,Lead_ID,Activity_Type,Activity_Date,Outcome
A05074,L1292,Website Visit,2026-07-05,Pricing Page
A05075,L1297,Email,2026-07-05,Replied
A05076,L1322,Call,2026-07-05,Callback Requested
A05077,L1367,Email,2026-07-05,Opened
A05078,L0660,Call,2026-07-06,No Answer
A05079,L0662,Call,2026-07-06,No Answer
A05080,L0662,Website Visit,2026-07-06,Case Study
A05081,L0688,Call,2026-07-06,Connected
A05082,L0708,Call,2026-07-06,Connected
A05083,L0710,Call,2026-07-06,No Answer
A05084,L0714,Website Visit,2026-07-06,Services Page
A05085,L0722,Website Visit,2026-07-06,Services Page
A05086,L0767,Call,2026-07-06,No Answer
A05087,L0775,Email,2026-07-06,Opened
A05088,L0786,Website Visit,2026-07-06,Blog
A05089,L0798,Email,2026-07-06,Opened
A05090,L0816,Website Visit,2026-07-06,Pricing Page
A05091,L0816,Website Visit,2026-07-06,Services Page
A05092,L0828,Call,2026-07-06,No Answer
A05093,L0835,Call,2026-07-06,Voicemail
A05094,L0848,Meeting,2026-07-06,Completed
A05095,L0861,Call,2026-07-06,Connected
A05096,L0871,Email,2026-07-06,No Response
A05097,L0875,Email,2026-07-06,No Response
A05098,L0915,Meeting,2026-07-06,Completed
A05099,L0927,Email,2026-07-06,No Response
A05100,L0942,Email,2026-07-06,Replied
A05101,L0978,Email,2026-07-06,Opened
A05102,L1042,Call,2026-07-06,Connected
A05103,L1042,Email,2026-07-06,Opened
A05104,L1059,Meeting,2026-07-06,Completed
A05105,L1087,Call,2026-07-06,No Answer
A05106,L1107,Meeting,2026-07-06,Completed
A05107,L1110,Call,2026-07-06,Connected
A05108,L1110,Call,2026-07-06,Connected
A05109,L1118,Call,2026-07-06,Connected
A05110,L1196,Call,2026-07-06,Voicemail
A05111,L1240,Meeting,2026-07-06,Completed
A05112,L1261,Website Visit,2026-07-06,Pricing Page
A05113,L1275,Call,2026-07-06,Not Interested
A05114,L1312,Meeting,2026-07-06,Completed
A05115,L1321,Website Visit,2026-07-06,Services Page
A05116,L1326,Call,2026-07-06,Connected
A05117,L1333,Email,2026-07-06,No Response
A05118,L1337,Email,2026-07-06,Opened
A05119,L1340,Website Visit,2026-07-06,Case Study
A05120,L1367,Email,2026-07-06,Opened
A05121,L0682,Email,2026-07-07,Replied
A05122,L0701,Call,2026-07-07,Voicemail
A05123,L0712,Email,2026-07-07,Bounced
A05124,L0769,Website Visit,2026-07-07,Services Page
A05125,L0790,Call,2026-07-07,No Answer
A05126,L0809,Email,2026-07-07,No Response
A05127,L0850,Call,2026-07-07,Connected
A05128,L0863,Email,2026-07-07,No Response
A05129,L0915,Website Visit,2026-07-07,Case Study
A05130,L0968,Call,2026-07-07,Connected
A05131,L0990,Email,2026-07-07,No Response
A05132,L0999,Meeting,2026-07-07,Completed
A05133,L1003,Call,2026-07-07,No Answer
A05134,L1064,Call,2026-07-07,Callback Requested
A05135,L1083,Call,2026-07-07,Connected
A05136,L1099,Website Visit,2026-07-07,Case Study
A05137,L1100,Website Visit,2026-07-07,Services Page
A05138,L1116,Email,2026-07-07,No Response
A05139,L1116,Website Visit,2026-07-07,Services Page
A05140,L1178,Website Visit,2026-07-07,Blog
A05141,L1265,Call,2026-07-07,Callback Requested
A05142,L1289,Website Visit,2026-07-07,Contact Page
A05143,L1299,Website Visit,2026-07-07,Pricing Page
A05144,L1313,Website Visit,2026-07-07,Services Page
A05145,L1331,Meeting,2026-07-07,Completed
A05146,L1344,Website Visit,2026-07-07,Pricing Page
A05147,L1366,Call,2026-07-07,Voicemail
A05148,L1367,Call,2026-07-07,Connected
A05149,L1368,Email,2026-07-07,Opened
A05150,L0696,Email,2026-07-08,No Response
A05151,L0745,Call,2026-07-08,No Answer
A05152,L0745,Call,2026-07-08,Callback Requested
A05153,L0745,Website Visit,2026-07-08,Services Page
A05154,L0771,Website Visit,2026-07-08,Pricing Page
A05155,L0800,Email,2026-07-08,Opened
A05156,L0811,Email,2026-07-08,Opened
A05157,L0824,Call,2026-07-08,No Answer
A05158,L0871,Email,2026-07-08,Opened
A05159,L0875,Email,2026-07-08,Replied
A05160,L0889,Call,2026-07-08,Not Interested
A05161,L0955,Website Visit,2026-07-08,Case Study
A05162,L0987,Meeting,2026-07-08,Completed
A05163,L0999,Email,2026-07-08,Opened
A05164,L1026,Website Visit,2026-07-08,Services Page
A05165,L1028,Call,2026-07-08,Connected
A05166,L1028,Meeting,2026-07-08,Completed
A05167,L1034,Call,2026-07-08,No Answer
A05168,L1072,Call,2026-07-08,Voicemail
A05169,L1079,Call,2026-07-08,Voicemail
A05170,L1092,Website Visit,2026-07-08,Services Page
A05171,L1094,Call,2026-07-08,Connected
A05172,L1114,Website Visit,2026-07-08,Contact Page
A05173,L1125,Email,2026-07-08,Replied
A05174,L1126,Website Visit,2026-07-08,Pricing Page
A05175,L1157,Website Visit,2026-07-08,Services Page
A05176,L1193,Email,2026-07-08,Opened
A05177,L1193,Website Visit,2026-07-08,Pricing Page
A05178,L1209,Call,2026-07-08,Not Interested
A05179,L1230,Website Visit,2026-07-08,Blog
A05180,L1254,Meeting,2026-07-08,Rescheduled
A05181,L1271,Call,2026-07-08,Connected
A05182,L1271,Call,2026-07-08,No Answer
A05183,L1282,Call,2026-07-08,Connected
A05184,L1308,Email,2026-07-08,Opened
A05185,L1320,Website Visit,2026-07-08,Services Page
A05186,L1321,Email,2026-07-08,Opened
A05187,L1335,Call,2026-07-08,No Answer
A05188,L1336,Email,2026-07-08,No Response
A05189,L1372,Email,2026-07-08,No Response
A05190,L0699,Website Visit,2026-07-09,Contact Page
A05191,L0702,Call,2026-07-09,Connected
A05192,L0707,Website Visit,2026-07-09,Pricing Page
A05193,L0708,Website Visit,2026-07-09,Case Study
A05194,L0745,Meeting,2026-07-09,Completed
A05195,L0745,Website Visit,2026-07-09,Case Study
A05196,L0755,Meeting,2026-07-09,Completed
A05197,L0817,Website Visit,2026-07-09,Services Page
A05198,L0850,Website Visit,2026-07-09,Case Study
A05199,L0855,Website Visit,2026-07-09,Pricing Page
A05200,L0861,Meeting,2026-07-09,Rescheduled
A05201,L0888,Call,2026-07-09,No Answer
A05202,L0935,Website Visit,2026-07-09,Blog
A05203,L0970,Call,2026-07-09,Connected
A05204,L0987,Call,2026-07-09,Connected
A05205,L1002,Website Visit,2026-07-09,Services Page
A05206,L1009,Email,2026-07-09,Replied
A05207,L1033,Email,2026-07-09,No Response
A05208,L1085,Call,2026-07-09,No Answer
A05209,L1132,Website Visit,2026-07-09,Case Study
A05210,L1140,Call,2026-07-09,Callback Requested
A05211,L1254,Meeting,2026-07-09,Completed
A05212,L1255,Website Visit,2026-07-09,Services Page
A05213,L1288,Website Visit,2026-07-09,Pricing Page
A05214,L1299,Email,2026-07-09,Opened
A05215,L1308,Call,2026-07-09,Connected
A05216,L1314,Website Visit,2026-07-09,Case Study
A05217,L1374,Call,2026-07-09,No Answer
A05218,L1390,Email,2026-07-09,Replied
A05219,L1390,Website Visit,2026-07-09,Contact Page
A05220,L1393,Website Visit,2026-07-09,Contact Page
A05221,L1394,Website Visit,2026-07-09,Services Page
A05222,L1396,Call,2026-07-09,No Answer
A05223,L0708,Meeting,2026-07-10,Completed
A05224,L0725,Email,2026-07-10,No Response
A05225,L0768,Website Visit,2026-07-10,Blog
A05226,L0772,Call,2026-07-10,No Answer
A05227,L0780,Email,2026-07-10,Opened
A05228,L0784,Call,2026-07-10,Callback Requested
A05229,L0816,Call,2026-07-10,Callback Requested
A05230,L0835,Website Visit,2026-07-10,Services Page
A05231,L0852,Email,2026-07-10,Opened
A05232,L0862,Call,2026-07-10,Voicemail
A05233,L0869,Email,2026-07-10,Opened
A05234,L0910,Website Visit,2026-07-10,Contact Page
A05235,L0918,Call,2026-07-10,Connected
A05236,L0924,Call,2026-07-10,No Answer
A05237,L0956,Website Visit,2026-07-10,Services Page
A05238,L0994,Email,2026-07-10,No Response
A05239,L1001,Website Visit,2026-07-10,Contact Page
A05240,L1016,Call,2026-07-10,Connected
A05241,L1028,Meeting,2026-07-10,No Show
A05242,L1030,Website Visit,2026-07-10,Pricing Page
A05243,L1045,Meeting,2026-07-10,Completed
A05244,L1131,Website Visit,2026-07-10,Services Page
A05245,L1214,Call,2026-07-10,No Answer
A05246,L1239,Call,2026-07-10,Connected
A05247,L1265,Website Visit,2026-07-10,Pricing Page
A05248,L1268,Call,2026-07-10,No Answer
A05249,L1268,Website Visit,2026-07-10,Case Study
A05250,L1272,Call,2026-07-10,No Answer
A05251,L1280,Call,2026-07-10,No Answer
A05252,L1297,Call,2026-07-10,Connected
A05253,L1318,Website Visit,2026-07-10,Services Page
A05254,L1321,Email,2026-07-10,Replied
A05255,L1333,Website Visit,2026-07-10,Services Page
A05256,L1351,Call,2026-07-10,Callback Requested
A05257,L1368,Call,2026-07-10,Not Interested
A05258,L1377,Website Visit,2026-07-10,Contact Page
A05259,L1388,Call,2026-07-10,Connected
A05260,L1401,Website Visit,2026-07-10,Blog
A05261,L0719,Call,2026-07-11,Connected
A05262,L0739,Meeting,2026-07-11,Completed
A05263,L0758,Call,2026-07-11,Not Interested
A05264,L0765,Call,2026-07-11,Connected
A05265,L0780,Email,2026-07-11,No Response
A05266,L0788,Call,2026-07-11,Connected
A05267,L0803,Website Visit,2026-07-11,Blog
A05268,L0815,Call,2026-07-11,Connected
A05269,L0817,Call,2026-07-11,No Answer
A05270,L0836,Call,2026-07-11,Not Interested
A05271,L0859,Call,2026-07-11,No Answer
A05272,L0866,Email,2026-07-11,Replied
A05273,L0870,Call,2026-07-11,Voicemail
A05274,L0914,Call,2026-07-11,No Answer
A05275,L0947,Email,2026-07-11,Replied
A05276,L0950,Website Visit,2026-07-11,Case Study
A05277,L0996,Meeting,2026-07-11,Completed
A05278,L1003,Meeting,2026-07-11,Completed
A05279,L1049,Website Visit,2026-07-11,Case Study
A05280,L1108,Call,2026-07-11,No Answer
A05281,L1134,Call,2026-07-11,Connected
A05282,L1137,Website Visit,2026-07-11,Services Page
A05283,L1140,Website Visit,2026-07-11,Contact Page
A05284,L1143,Website Visit,2026-07-11,Services Page
A05285,L1169,Email,2026-07-11,Replied
A05286,L1187,Call,2026-07-11,Connected
A05287,L1221,Call,2026-07-11,Connected
A05288,L1234,Website Visit,2026-07-11,Blog
A05289,L1243,Email,2026-07-11,Opened
A05290,L1244,Website Visit,2026-07-11,Blog
A05291,L1252,Meeting,2026-07-11,Completed
A05292,L1321,Meeting,2026-07-11,No Show
A05293,L1322,Call,2026-07-11,Connected
A05294,L1327,Website Visit,2026-07-11,Pricing Page
A05295,L1336,Email,2026-07-11,No Response
A05296,L1401,Email,2026-07-11,Opened
A05297,L1402,Email,2026-07-11,Opened
A05298,L0731,Website Visit,2026-07-12,Blog
A05299,L0750,Call,2026-07-12,Connected
A05300,L0755,Call,2026-07-12,Connected
A05301,L0758,Email,2026-07-12,Replied
A05302,L0758,Email,2026-07-12,Opened
A05303,L0763,Call,2026-07-12,Connected
A05304,L0781,Email,2026-07-12,Bounced
A05305,L0785,Email,2026-07-12,No Response
A05306,L0841,Email,2026-07-12,No Response
A05307,L0859,Website Visit,2026-07-12,Case Study
A05308,L0878,Website Visit,2026-07-12,Case Study
A05309,L0902,Email,2026-07-12,Opened
A05310,L0902,Website Visit,2026-07-12,Case Study
A05311,L0907,Meeting,2026-07-12,No Show
A05312,L0907,Website Visit,2026-07-12,Blog
A05313,L0911,Email,2026-07-12,No Response
A05314,L0911,Website Visit,2026-07-12,Contact Page
A05315,L0933,Call,2026-07-12,Callback Requested
A05316,L0952,Website Visit,2026-07-12,Blog
A05317,L0961,Email,2026-07-12,No Response
A05318,L0989,Call,2026-07-12,Connected
A05319,L0997,Email,2026-07-12,No Response
A05320,L1024,Email,2026-07-12,Replied
A05321,L1036,Website Visit,2026-07-12,Services Page
A05322,L1045,Email,2026-07-12,No Response
A05323,L1057,Website Visit,2026-07-12,Blog
A05324,L1059,Meeting,2026-07-12,Completed
A05325,L1064,Email,2026-07-12,Bounced
A05326,L1077,Website Visit,2026-07-12,Contact Page
A05327,L1078,Call,2026-07-12,Connected
A05328,L1081,Email,2026-07-12,Opened
A05329,L1096,Call,2026-07-12,Connected
A05330,L1116,Email,2026-07-12,Bounced
A05331,L1121,Website Visit,2026-07-12,Services Page
A05332,L1148,Website Visit,2026-07-12,Case Study
A05333,L1157,Meeting,2026-07-12,Completed
A05334,L1178,Email,2026-07-12,Bounced
A05335,L1200,Meeting,2026-07-12,No Show
A05336,L1230,Email,2026-07-12,Bounced
A05337,L1240,Website Visit,2026-07-12,Services Page
A05338,L1257,Call,2026-07-12,Connected
A05339,L1279,Website Visit,2026-07-12,Pricing Page
A05340,L1280,Meeting,2026-07-12,Completed
A05341,L1353,Call,2026-07-12,Callback Requested
A05342,L1368,Email,2026-07-12,No Response
A05343,L1368,Meeting,2026-07-12,Completed
A05344,L1385,Call,2026-07-12,Callback Requested
A05345,L0724,Call,2026-07-13,Callback Requested
A05346,L0743,Email,2026-07-13,Replied
A05347,L0758,Call,2026-07-13,No Answer
A05348,L0766,Call,2026-07-13,No Answer
A05349,L0779,Website Visit,2026-07-13,Pricing Page
A05350,L0787,Website Visit,2026-07-13,Case Study
A05351,L0799,Call,2026-07-13,No Answer
A05352,L0801,Call,2026-07-13,Connected
A05353,L0806,Call,2026-07-13,Connected
A05354,L0855,Call,2026-07-13,Callback Requested
A05355,L0859,Email,2026-07-13,No Response
A05356,L0885,Email,2026-07-13,Replied
A05357,L0885,Meeting,2026-07-13,Rescheduled
A05358,L0916,Call,2026-07-13,No Answer
A05359,L0923,Website Visit,2026-07-13,Pricing Page
A05360,L0934,Email,2026-07-13,Opened
A05361,L0934,Meeting,2026-07-13,Completed
A05362,L0942,Call,2026-07-13,No Answer
A05363,L1028,Email,2026-07-13,Replied
A05364,L1072,Call,2026-07-13,Connected
A05365,L1072,Email,2026-07-13,No Response
A05366,L1079,Call,2026-07-13,Callback Requested
A05367,L1080,Call,2026-07-13,No Answer
A05368,L1082,Email,2026-07-13,No Response
A05369,L1089,Call,2026-07-13,Connected
A05370,L1122,Website Visit,2026-07-13,Contact Page
A05371,L1140,Call,2026-07-13,Connected
A05372,L1151,Call,2026-07-13,Connected
A05373,L1174,Website Visit,2026-07-13,Blog
A05374,L1193,Email,2026-07-13,Replied
A05375,L1205,Website Visit,2026-07-13,Contact Page
A05376,L1224,Website Visit,2026-07-13,Services Page
A05377,L1231,Call,2026-07-13,No Answer
A05378,L1234,Meeting,2026-07-13,Completed
A05379,L1243,Call,2026-07-13,Not Interested
A05380,L1246,Call,2026-07-13,Connected
A05381,L1283,Website Visit,2026-07-13,Pricing Page
A05382,L1291,Email,2026-07-13,Opened
A05383,L1296,Email,2026-07-13,No Response
A05384,L1305,Website Visit,2026-07-13,Contact Page
A05385,L1317,Website Visit,2026-07-13,Blog
A05386,L1326,Website Visit,2026-07-13,Contact Page
A05387,L1337,Meeting,2026-07-13,Completed
A05388,L1339,Website Visit,2026-07-13,Case Study
A05389,L1350,Website Visit,2026-07-13,Blog
A05390,L1360,Meeting,2026-07-13,Completed
A05391,L1393,Meeting,2026-07-13,Completed
A05392,L1400,Website Visit,2026-07-13,Services Page
A05393,L1410,Email,2026-07-13,No Response
A05394,L0727,Meeting,2026-07-14,Completed
A05395,L0750,Email,2026-07-14,Opened
A05396,L0771,Call,2026-07-14,No Answer
A05397,L0771,Meeting,2026-07-14,Completed
A05398,L0780,Email,2026-07-14,Bounced
A05399,L0783,Call,2026-07-14,Connected
A05400,L0794,Call,2026-07-14,Connected
A05401,L0801,Call,2026-07-14,Voicemail
A05402,L0860,Email,2026-07-14,Opened
A05403,L0911,Email,2026-07-14,No Response
A05404,L0926,Email,2026-07-14,No Response
A05405,L0931,Website Visit,2026-07-14,Case Study
A05406,L0937,Website Visit,2026-07-14,Services Page
A05407,L0954,Email,2026-07-14,Replied
A05408,L0956,Call,2026-07-14,No Answer
A05409,L0983,Website Visit,2026-07-14,Blog
A05410,L1011,Call,2026-07-14,No Answer
A05411,L1059,Call,2026-07-14,Connected
A05412,L1059,Email,2026-07-14,Replied
A05413,L1065,Email,2026-07-14,No Response
A05414,L1093,Call,2026-07-14,No Answer
A05415,L1102,Call,2026-07-14,No Answer
A05416,L1118,Meeting,2026-07-14,No Show
A05417,L1125,Website Visit,2026-07-14,Case Study
A05418,L1256,Website Visit,2026-07-14,Case Study
A05419,L1257,Call,2026-07-14,No Answer
A05420,L1257,Meeting,2026-07-14,Rescheduled
A05421,L1267,Website Visit,2026-07-14,Services Page
A05422,L1316,Call,2026-07-14,No Answer
A05423,L1372,Email,2026-07-14,No Response
A05424,L1380,Call,2026-07-14,No Answer
A05425,L1425,Call,2026-07-14,No Answer
A05426,L0771,Website Visit,2026-07-15,Contact Page
A05427,L0774,Call,2026-07-15,No Answer
A05428,L0802,Call,2026-07-15,No Answer
A05429,L0806,Email,2026-07-15,No Response
A05430,L0817,Call,2026-07-15,No Answer
A05431,L0820,Website Visit,2026-07-15,Blog
A05432,L0840,Call,2026-07-15,Callback Requested
A05433,L0854,Email,2026-07-15,No Response
A05434,L0860,Call,2026-07-15,Callback Requested
A05435,L0864,Call,2026-07-15,No Answer
A05436,L0871,Meeting,2026-07-15,Completed
A05437,L0884,Email,2026-07-15,Replied
A05438,L0912,Call,2026-07-15,No Answer
A05439,L0937,Email,2026-07-15,No Response
A05440,L1057,Website Visit,2026-07-15,Contact Page
A05441,L1058,Website Visit,2026-07-15,Blog
A05442,L1067,Website Visit,2026-07-15,Services Page
A05443,L1077,Website Visit,2026-07-15,Pricing Page
A05444,L1085,Meeting,2026-07-15,Rescheduled
A05445,L1085,Website Visit,2026-07-15,Blog
A05446,L1088,Call,2026-07-15,No Answer
A05447,L1128,Website Visit,2026-07-15,Pricing Page
A05448,L1137,Website Visit,2026-07-15,Services Page
A05449,L1143,Email,2026-07-15,Opened
A05450,L1169,Call,2026-07-15,Connected
A05451,L1187,Call,2026-07-15,No Answer
A05452,L1193,Website Visit,2026-07-15,Case Study
A05453,L1194,Website Visit,2026-07-15,Blog
A05454,L1207,Call,2026-07-15,Connected
A05455,L1245,Call,2026-07-15,Connected
A05456,L1252,Call,2026-07-15,Not Interested
A05457,L1268,Call,2026-07-15,Connected
A05458,L1269,Website Visit,2026-07-15,Contact Page
A05459,L1317,Call,2026-07-15,Connected
A05460,L1329,Website Visit,2026-07-15,Pricing Page
A05461,L1337,Email,2026-07-15,No Response
A05462,L1354,Call,2026-07-15,Connected
A05463,L1412,Website Visit,2026-07-15,Blog
A05464,L1418,Call,2026-07-15,Callback Requested
A05465,L1434,Website Visit,2026-07-15,Case Study
A05466,L1443,Email,2026-07-15,Opened
A05467,L1444,Email,2026-07-15,Opened
A05468,L0762,Email,2026-07-16,Replied
A05469,L0789,Website Visit,2026-07-16,Services Page
A05470,L0808,Website Visit,2026-07-16,Contact Page
A05471,L0823,Call,2026-07-16,No Answer
A05472,L0827,Call,2026-07-16,No Answer
A05473,L0828,Email,2026-07-16,No Response
A05474,L0840,Website Visit,2026-07-16,Contact Page
A05475,L0897,Website Visit,2026-07-16,Services Page
A05476,L0926,Call,2026-07-16,Voicemail
A05477,L0937,Call,2026-07-16,Callback Requested
A05478,L0937,Meeting,2026-07-16,Completed
A05479,L0956,Website Visit,2026-07-16,Services Page
A05480,L0957,Call,2026-07-16,Connected
A05481,L0969,Email,2026-07-16,Replied
A05482,L0996,Email,2026-07-16,Opened
A05483,L0999,Website Visit,2026-07-16,Services Page
A05484,L1054,Website Visit,2026-07-16,Contact Page
A05485,L1055,Call,2026-07-16,Voicemail
A05486,L1087,Website Visit,2026-07-16,Pricing Page
A05487,L1093,Website Visit,2026-07-16,Services Page
A05488,L1101,Email,2026-07-16,Opened
A05489,L1177,Email,2026-07-16,Opened
A05490,L1238,Call,2026-07-16,Connected
A05491,L1239,Email,2026-07-16,No Response
A05492,L1240,Email,2026-07-16,No Response
A05493,L1253,Website Visit,2026-07-16,Pricing Page
A05494,L1254,Email,2026-07-16,Opened
A05495,L1257,Website Visit,2026-07-16,Services Page
A05496,L1280,Website Visit,2026-07-16,Pricing Page
A05497,L1304,Website Visit,2026-07-16,Pricing Page
A05498,L1337,Call,2026-07-16,Connected
A05499,L1380,Website Visit,2026-07-16,Services Page
A05500,L1385,Email,2026-07-16,No Response
A05501,L1393,Call,2026-07-16,Connected
A05502,L1393,Email,2026-07-16,Opened
A05503,L1429,Website Visit,2026-07-16,Services Page
A05504,L1435,Call,2026-07-16,Callback Requested
A05505,L1435,Email,2026-07-16,Replied
A05506,L1450,Website Visit,2026-07-16,Services Page
A05507,L0757,Email,2026-07-17,Replied
A05508,L0767,Email,2026-07-17,Opened
A05509,L0775,Website Visit,2026-07-17,Blog
A05510,L0780,Website Visit,2026-07-17,Pricing Page
A05511,L0801,Website Visit,2026-07-17,Services Page
A05512,L0811,Website Visit,2026-07-17,Services Page
A05513,L0813,Email,2026-07-17,Opened
A05514,L0814,Email,2026-07-17,No Response
A05515,L0821,Call,2026-07-17,No Answer
A05516,L0848,Call,2026-07-17,Connected
A05517,L0875,Website Visit,2026-07-17,Case Study
A05518,L0894,Call,2026-07-17,Connected
A05519,L0910,Call,2026-07-17,No Answer
A05520,L0922,Website Visit,2026-07-17,Contact Page
A05521,L0927,Meeting,2026-07-17,Completed
A05522,L0932,Website Visit,2026-07-17,Case Study
A05523,L0945,Meeting,2026-07-17,Rescheduled
A05524,L0967,Email,2026-07-17,Opened
A05525,L0999,Call,2026-07-17,Connected
A05526,L1042,Call,2026-07-17,Not Interested
A05527,L1046,Website Visit,2026-07-17,Services Page
A05528,L1046,Website Visit,2026-07-17,Contact Page
A05529,L1078,Email,2026-07-17,Replied
A05530,L1167,Website Visit,2026-07-17,Case Study
A05531,L1195,Call,2026-07-17,No Answer
A05532,L1207,Email,2026-07-17,Replied
A05533,L1251,Email,2026-07-17,Opened
A05534,L1259,Meeting,2026-07-17,Completed
A05535,L1265,Email,2026-07-17,Opened
