Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L1315,Crest Pvt Ltd ,Retail,1-50,Chennai,Google Search,Software Development,3.7,2026-06-30,Contacted,Follow-up Required,2026-09-24,SR08,,No
L1316,Unity Labs,Manufacturing,1-50,Delhi,Website,Digital Transformation,9.1,2026-06-30,Contacted,Follow-up Required,2026-09-19,SR10,,No
L1317,Oasis Industries,Education,201-500,Hyderabad,Google Search,Digital Transformation,131.0,2026-06-30,Meeting,Follow-up Required,2026-09-12,SR04,,No
L1318,Bolt Labs,Manufacturing,51-200,Delhi,Referral,Cloud Services,19.7,2026-06-30,Meeting,Contacted,2026-10-03,SR03,,No
L1319,Madhav Mart,Retail,201-500,Mumbai,Google Search,Digital Transformation,131.1,2026-06-30,Contacted,Contacted,2026-09-25,SR09,,No
L1320,Evergreen Supply Chain,Logistics,1-50,Gurgaon,Cold Calling,Cloud Services,3.5,2026-06-30,Qualified,Meeting Scheduled,2026-09-30,SR05,,No
L1321,Evergreen Online,E-COMMERCE,201-500,Noida,Website,Cloud Services,132.1,2026-06-30,Won,Closed,,SR05,805000.0,Yes
L1322,Uday Solutions,SaaS,201-500,Hyderabad,Referral,DevOps,,2026-07-01,Proposal,Not Interested,,SR04,1120000.0,No
L1323,Oasis Ventures,Logistics,201-500,Delhi,Website,Cybersecurity,44.5,2026-07-01,New,Follow-up Required,2026-09-19,SR03,,No
L1324,Himalaya Pvt Ltd,SaaS,51-200,Mumbai,LinkedIn,DevOps,35.9,2026-07-01,Qualified,Follow-up Required,2026-09-15,SR09,,No
L1325,Drift Cloudware,SaaS,201-500,Jaipur,Cold Calling,Software Development,127.6,2026-07-01,Qualified,Follow-up Required,2026-09-15,SR10,,No
L1326,Spark Group,Manufacturing,501-1000,Hyderabad,Email Campaign,Software Development,215.9,2026-07-01,Qualified,Follow-up Required,2026-09-01,SR08,,No
L1327,Oasis Health,Healthcare,51-200,Delhi,Referral,Software Development,31.8,2026-07-01,Contacted,Waiting for Response,2026-10-07,SR05,,No
L1328,Orbit Labs,E-commerce,1-50,Hyderabad,Email Campaign,Software Development,14.1,2026-07-01,New,Follow-up Required,2026-09-22,SR08,,No
L1329,Ridge Labs ,FinTech,1-50,Bengaluru,LinkedIn,Cloud Services,4.2,2026-07-01,Meeting,Contacted,2026-10-05,SR07,,No
L1330,Astra Care Systems,Healthcare,1000+,Delhi,Google Search,Cybersecurity,2083.5,2026-07-02,Qualified,Follow-up Required,2026-10-08,SR10,,No
L1331,Orbit EdTech,Education,51-200,Mumbai,Website,Cloud Services,50.9,2026-07-02,Proposal,Closed,,SR09,755000.0,No
L1332,Vivid Knowledge,Education,51-200,Delhi,Referral,Cloud Services,20.8,2026-07-02,Contacted,Follow-up Required,2026-09-23,SR10,,No
L1333,Aurora Technologies ,retail,501-1000,Noida,LinkedIn,Digital Transformation,412.4,2026-07-02,Proposal,Waiting for Response,2026-09-06,SR05,1890000.0,No
L1334,Vista Softech,Healthcare,1-50,Pune,Website,Digital Transformation,8.3,2026-07-02,New,Follow-up Required,2026-10-08,SR06,,No
L1335,Bluepeak Capital Tech,FinTech,1-50,Bengaluru,Email Campaign,Digital Transformation,8.9,2026-07-02,Qualified,Waiting for Response,2026-10-10,SR08,,No
L1336,Jolt Networks,Retail,51-200,Bengaluru,LinkedIn,Cybersecurity,15.7,2026-07-02,Meeting,Meeting Scheduled,2026-09-23,SR08,,No
L1337,Lotus Group,Healthcare,501-1000,Mumbai,COLD CALLING,Software Development,545.4,2026-07-02,Proposal,Follow-up Required,2026-09-20,SR06,1225000.0,No
L1338,Dhruv Labs,E-commerce,1-50,New Delhi,LinkedIn,DevOps,13.7,2026-07-03,Qualified,Waiting for Response,2026-09-19,SR05,,No
L1339,Lakshya Global,Retail,201-500,Mumbai,Cold Calling,Cloud Services,171.0,2026-07-03,Contacted,Not Interested,,SR09,,No
L1340,Vertex Online,E-commerce,1000+,Bengaluru,Events,Software Development,1746.5,2026-07-03,Contacted,Follow-up Required,2026-09-22,SR04,,No
L1341,Vivid Ventures,Healthcare,51-200,New Delhi,Google Search,Cybersecurity,17.7,2026-07-03,Proposal,Not Interested,,SR03,480000.0,No
L1342,Apex Cloudware,SaaS,1-50,Delhi,Referral,Cybersecurity,4.5,2026-07-03,New,Follow-up Required,2026-09-15,SR10,,No
L1343,Madhav Ventures,SaaS,1-50,Delhi,Events,Cloud Services,3.2,2026-07-03,Contacted,Contacted,2026-09-19,SR01,,No
L1344,Thrive Technologies,HEALTHCARE,501-1000,Pune,Email Campaign,Digital Transformation,556.1,2026-07-03,New,Follow-up Required,2026-10-02,SR09,,No
L1345,Jade Solutions,E-commerce,201-500,Mumbai,linkedin,Cloud Services,91.4,2026-07-03,New,Follow-up Required,2026-09-01,SR09,,No
L1346,Prism Finserv,FINTECH,1-50,Bengaluru,Website,Cloud Services,5.0,2026-07-03,New,Follow-up Required,2026-10-04,SR08,,No
L1347,Oasis MedTech,Healthcare,201-500,Bengaluru,Cold Calling,Digital Transformation,106.3,2026-07-03,Qualified,Not Interested,,SR04,,No
L1348,Vayu Technologies,Education,501-1000,Bengaluru,LinkedIn,Software Development,572.1,2026-07-03,Qualified,Follow-up Required,2026-09-28,SR04,,No
L1349,Ishaan Pvt Ltd,Healthcare,201-500,Mumbai ,Google Search,Cybersecurity,188.4,2026-07-04,Qualified,Meeting Scheduled,2026-09-29,SR06,,No
L1350,Summit Payments,FinTech,1000+,Delhi,Events,Software Development,1397.0,2026-07-04,Contacted,Waiting for Response,2026-09-24,SR03,,No
L1351,Paragon Technologies,Healthcare,201-500,Noida,Referral,DevOps,121.4,2026-07-04,Proposal,Waiting for Response,2026-10-03,SR01,620000.0,No
L1352,Thrive Components,Manufacturing,501-1000,Pune,Google Search,Digital Transformation,376.7,2026-07-04,Qualified,Follow-up Required,2026-09-29,SR09,,No
L1353,Astra Group ,E-commerce,51-200,Bengaluru,Referral,DevOps,33.1,2026-07-04,Qualified,Follow-up Required,2026-09-26,SR04,,No
L1354,Sagar Systems,FinTech,51-200,Jaipur,Referral,Cybersecurity,53.2,2026-07-04,Won,Closed,,SR05,565000.0,Yes
L1355,Xenon Wealth Tech,FinTech,51-200,Bengaluru,LinkedIn,Cybersecurity,19.0,2026-07-04,New,Follow-up Required,2026-09-21,SR07,,No
L1356,Drift Care Systems,Healthcare,51-200,Mumbai,Website,Cybersecurity,16.6,2026-07-05,New,Follow-up Required,2026-09-24,SR09,,No
L1357,Gravity Industrial,Manufacturing,201-500,Delhi,Cold Calling,DevOps,109.0,2026-07-05,New,Follow-up Required,2026-09-23,SR03,,No
L1358,Onyx Group,SaaS,1-50,Gurugram,Cold Calling,DevOps,11.2,2026-07-05,Qualified,Follow-up Required,2026-10-08,SR10,,No
L1359,Glide Ventures,SaaS,201-500,Hyderabad,Website,Digital Transformation,170.0,2026-07-05,Contacted,Waiting for Response,2026-10-03,SR08,,No
L1360,Echo Industries,SaaS,51-200,Delhi,Google Search,Cloud Services,55.8,2026-07-05,Won,Closed,,SR10,605000.0,Yes
L1361,Xenon Retail,Retail,1-50,Hyderabad,Referral,Cybersecurity,7.4,2026-07-05,New,Follow-up Required,2026-09-24,SR04,,No
L1362,Quantum Stores,Retail,201-500,Jaipur,Email Campaign,Digital Transformation,193.1,2026-07-05,Qualified,Contacted,2026-09-20,SR05,,No
L1363,Rudra Pvt Ltd,FinTech,1-50,Delhi,Cold Calling,Cloud Services,2.8,2026-07-05,New,Follow-up Required,2026-09-30,SR03,,No
L1364,Zeal Commerce,E-commerce,201-500,Pune ,Email Campaign,Software Development,111.5,2026-07-05,Qualified,Waiting for Response,2026-09-29,SR09,,No
L1365,Wavelet Systems,E-commerce,51-200,Mumbai,Google Search,Software Development,49.9,2026-07-05,New,Follow-up Required,2026-09-22,SR09,,No
L1366,Drift Systems,E-commerce,1-50,Pune,LinkedIn,Digital Transformation,5.4,2026-07-05,Contacted,Not Interested,,SR09,,No
L1367,Echo Solutions,Logistics,51-200,Hyderabad,Cold Calling,Software Development,10.3,2026-07-05,Qualified,Follow-up Required,2026-09-27,SR07,,No
L1368,Urban Health,healthcare,1000+,Mumbai,LinkedIn,Digital Transformation,679.5,06/07/2026,Won,Closed,,SR06,2500000.0,Yes
L1369,Hive Care Systems,Healthcare,51-200,Noida,LinkedIn,Cybersecurity,13.2,2026-07-06,Qualified,Follow-up Required,2026-09-27,SR10,,No
L1370,Uday Group,Logistics,1-50,Mumbai,LinkedIn,Digital Transformation,6.7,2026-07-06,Contacted,Not Interested,,SR06,,No
L1371,Bolt Group,FinTech,51-200,Pune,Events,Cybersecurity,36.1,2026-07-06,New,Follow-up Required,2026-10-09,SR06,,No
L1372,Ekam Labs,Manufacturing ,201-500,Mumbai,Events,DevOps,,2026-07-06,Proposal,Waiting for Response,2026-09-21,SR02,595000.0,No
L1373,Trident Supply Chain,Logistics,51-200,Delhi,Cold Calling,Digital Transformation,27.1,2026-07-07,New,Follow-up Required,2026-09-19,SR03,,No
L1374,Drift Technologies,logistics,51-200,Mumbai,Email Campaign,Software Development,55.0,2026-07-07,Qualified,Not Interested,,SR06,,No
L1375,Flux Cloudware,SaaS,51-200,Bangalore,Cold Calling,Cybersecurity,34.5,2026-07-07,Contacted,Follow-up Required,2026-10-03,SR07,,No
L1376,Spark Softech,retail,501-1000,Mumbai,LinkedIn,Digital Transformation,230.4,2026-07-07,Contacted,Waiting for Response,2026-09-30,SR06,,No
L1377,Yash Enterprises ,FinTech,1000+,Hyderabad,Cold Calling,Cloud Services,2289.6,2026-07-07,Meeting,Follow-up Required,2026-09-19,SR04,,No
L1378,Kaveri Solutions,SaaS,201-500,Delhi,Website,Digital Transformation,107.0,2026-07-07,Qualified,Not Interested,,SR03,,No
L1379,Narmada Apps,SaaS,1000+,Delhi,LinkedIn,DevOps,1842.5,2026-07-08,Qualified,Not Interested,,SR03,,No
L1380,Lumina Components,Manufacturing,1000+,Pune,Cold Calling,Digital Transformation,1174.3,2026-07-08,Contacted,Follow-up Required,2026-09-25,SR02,,No
L1381,Vista Engineering,Manufacturing,51-200,Bengaluru,Events,Digital Transformation,58.0,2026-07-08,New,Follow-up Required,2026-09-20,SR07,,No
L1382,Evergreen Academy Systems,Education,1000+,Bengaluru,Website,Cloud Services,2811.6,2026-07-08,Contacted,Not Interested,,SR04,,No
L1383,Flux Care Systems,Healthcare,201-500,Bengaluru,Cold Calling,Software Development,187.5,2026-07-08,New,Follow-up Required,2026-09-25,SR08,,No
L1384,Cobalt Capital Tech,FinTech,1-50,Delhi,LinkedIn,Software Development,12.1,2026-07-08,Qualified,Follow-up Required,2026-10-05,SR03,,No
L1385,Echo Systems,Healthcare,201-500,Bengaluru,Referral,Software Development,60.7,2026-07-08,Won,Closed,,SR04,1085000.0,Yes
L1386,Madhav Logistics,Logistics,201-500,Jaipur,LinkedIn,DevOps,86.4,2026-07-09,Won,Closed,,SR10,640000.0,Yes
L1387,Kestrel Online,E-commerce,501-1000,Hyderabad,Cold Calling,DevOps,472.8,2026-07-09,Contacted,Not Interested,,SR04,,No
L1388,Rudra Solutions,Logistics,201-500,Chennai,Referral,Digital Transformation,193.1,2026-07-09,Qualified,Follow-up Required,03/10/2026,SR07,,No
L1389,Bluepeak Ventures,Healthcare,501-1000,Jaipur,LinkedIn,Digital Transformation,435.0,2026-07-09,Contacted,Follow-up Required,2026-10-07,SR01,,No
L1390,Willow Commerce,E-commerce,201-500,Hyderabad,LinkedIn,Software Development,91.9,2026-07-09,Qualified,Follow-up Required,2026-09-19,SR08,,No
L1391,Nexora Ventures,Logistics,1000+,Chennai,Cold Calling,DevOps,2852.6,2026-07-09,New,Follow-up Required,2026-10-05,SR08,,No
L1392,Rudra Mart,Retail,501-1000,Gurgaon,LinkedIn,DevOps,310.1,2026-07-09,Qualified,Waiting for Response,2026-09-19,SR10,,No
L1393,Zeal Enterprises,SaaS,51-200,Mumbai,Referral,Cybersecurity,31.4,2026-07-09,Won,Closed,,SR06,590000.0,Yes
L1394,Alpine Health,Healthcare,51-200,New Delhi,Google Search,Cybersecurity,11.8,2026-07-09,Contacted,Follow-up Required,2026-09-22,SR01,,No
L1395,Solace Commerce,E-commerce,1-50,Delhi,LinkedIn,Digital Transformation,8.3,2026-07-09,Contacted,Follow-up Required,2026-10-06,SR01,,No
L1396,Kinetic Learning,Education,1-50,Hyderabad,Cold Calling,Digital Transformation,3.5,2026-07-09,Contacted,Follow-up Required,2026-09-04,SR04,,No
L1397,Aryan Industrial,Manufacturing,51-200,Delhi,Cold Calling,Software Development,40.8,2026-07-10,Qualified,Meeting Scheduled,2026-10-01,SR05,,No
L1398,Rudra Ventures,FinTech,51-200,Chennai,LinkedIn,Cybersecurity,24.7,2026-07-10,Contacted,Contacted,2026-10-01,SR08,,No
L1399,Narmada MedTech,Healthcare,201-500,Pune,Cold Calling,Cybersecurity,150.8,2026-07-10,Contacted,Contacted,09/09/2026,SR09,,No
L1400,Falcon Wealth Tech,FinTech,201-500,Pune,Cold Calling,DevOps,43.8,2026-07-10,New,Follow-up Required,2026-09-19,SR09,,No
L1401,Solace Cloudware,SaaS,1-50,Bengaluru,LinkedIn,Cloud Services,11.5,2026-07-10,Won,Closed,,SR04,225000.0,Yes
L1402,Trident Systems,Retail,51-200,Mumbai,LinkedIn,Cloud Services,26.7,10/07/2026,Meeting,Meeting Scheduled,2026-09-19,SR02,,No
L1403,Himalaya Manufacturing,Manufacturing,1000+,Delhi,Referral,DevOps,2303.4,2026-07-10,Qualified,Follow-up Required,2026-10-05,SR01,,No
L1404,Banyan Industries,Manufacturing,51-200,Bengaluru,Email Campaign,Digital Transformation,35.2,2026-07-11,Meeting,Follow-up Required,2026-09-27,SR07,,No
L1405,Prism Brands,Retail,51-200,Noida,LinkedIn,Digital Transformation,57.7,2026-07-11,Contacted,Waiting for Response,2026-09-15,SR10,,No
L1406,Rudra Softech,SaaS,1-50,Delhi,Referral,Cloud Services,2.3,2026-07-11,Proposal,Waiting for Response,2026-09-27,SR01,375000.0,No
L1407,Evergreen Enterprises,Education,1-50,Hyderabad,Website,Software Development,14.8,2026-07-11,Contacted,Not Interested,,SR07,,No
L1408,Spark Global,E-commerce,501-1000,Delhi,Google Search,Cybersecurity,521.2,2026-07-11,New,Follow-up Required,2026-09-21,SR03,,No
L1409,Harbor Industries,SAAS,1-50,Bengaluru,Website,DevOps,4.4,2026-07-11,New,Follow-up Required,2026-10-02,SR04,,No
L1410,Jade Supply Chain,Logistics,51-200,Mumbai,LinkedIn,DevOps,21.6,2026-07-11,Proposal,Follow-up Required,2026-10-09,SR06,305000.0,No
L1411,Cedar Mart,Retail,501-1000,Delhi,Referral,Digital Transformation,174.4,2026-07-11,Qualified,Contacted,2026-09-25,SR10,,No
L1412,Ekam Networks,FinTech,1-50,Gurgaon,Cold Calling,Digital Transformation,7.1,2026-07-11,Contacted,Contacted,2026-09-19,SR01,,No
L1413,Glide Solutions,Education,51-200,Pune,LinkedIn,Digital Transformation,55.7,2026-07-12,Meeting,Follow-up Required,2026-09-29,SR09,,No
L1414,Zenith Industries,Healthcare,1-50,New Delhi,Cold Calling,Cybersecurity,4.8,2026-07-12,Contacted,Waiting for Response,2026-10-04,SR01,,No
L1415,Bolt Online,E-COMMERCE,51-200,Bengaluru,Cold Calling,Software Development,17.2,2026-07-12,New,Follow-up Required,2026-09-21,SR07,,No
L1416,Harbor Technologies,Healthcare,51-200,Mumbai,Website,Cloud Services,59.0,2026-07-12,Meeting,Not Interested,,SR02,,No
L1417,Lumina Engineering,Manufacturing,201-500,Hyderabad,LinkedIn,Software Development,145.7,2026-07-12,Contacted,Not Interested,,SR08,,No
L1418,Radiant Payments,FinTech,1-50,Bengaluru,Google Search,Cloud Services,3.1,2026-07-12,Qualified,Follow-up Required,2026-10-08,SR08,,No
L1419,Umbra Solutions,Logistics,51-200,Delhi,Referral,Software Development,56.7,2026-07-12,New,Follow-up Required,2026-09-27,SR05,,No
L1420,Cobalt Industrial,Manufacturing,501-1000,Jaipur,linkedin,DevOps,189.3,2026-07-12,New,Follow-up Required,2026-09-15,SR01,,No
L1421,Quest Networks,Retail,1-50,Chennai,Google Search,Cloud Services,8.1,2026-07-13,Proposal,Waiting for Response,2026-09-27,SR07,370000.0,No
L1422,Solace Group,Manufacturing,1-50,Pune,Website,Digital Transformation,11.9,2026-07-13,Qualified,Follow-up Required,2026-09-24,SR06,,No
L1423,Vanguard Diagnostics,Healthcare,1000+,Mumbai,LinkedIn,Digital Transformation,2403.9,2026-07-13,Won,Closed,,SR09,2365000.0,Yes
L1424,Pulse Payments,FinTech,51-200,Mumbai,Cold Calling,Cloud Services,50.0,2026-07-13,Qualified,Meeting Scheduled,2026-09-29,SR02,,No
L1425,Bluepeak Labs,Healthcare,201-500,Gurgaon,Google Search,Cloud Services,181.2,2026-07-13,Proposal,Follow-up Required,2026-10-07,SR10,1005000.0,No
L1426,Neptune Technologies,Retail,201-500,Delhi,LinkedIn,Cybersecurity,137.6,2026-07-13,Contacted,Not Interested,,SR01,,No
L1427,Evergreen Knowledge,Education,201-500,Ahmedabad,Cold Calling,Cloud Services,44.9,2026-07-13,New,Follow-up Required,2026-09-22,SR06,,No
L1428,Uday Enterprises,E-commerce,1-50,Delhi,LinkedIn,DevOps,5.1,2026-07-14,Contacted,Contacted,2026-09-21,SR05,,No
L1429,Vivid Labs,Retail,1-50,Noida,LinkedIn,Digital Transformation,12.8,2026-07-14,Qualified,Follow-up Required,2026-09-23,SR10,,No
L1430,Nexora Software,SaaS,1-50,Hyderabad,LinkedIn,Software Development,5.4,2026-07-14,Qualified,Not Interested,,SR04,,No
L1431,Tundra Technologies,E-commerce,201-500,Bengaluru,Cold Calling,Software Development,129.1,2026-07-14,Contacted,Contacted,2026-08-30,SR08,,No
L1432,Ion Solutions,E-commerce,501-1000,Mumbai,LinkedIn,Digital Transformation,524.0,2026-07-14,New,Follow-up Required,2026-10-02,SR02,,No
L1433,Vayu Health,Healthcare,51-200,Pune,Email Campaign,Cloud Services,,2026-07-14,Contacted,Contacted,2026-10-07,SR02,,No
L1434,Willow Stores,Retail,501-1000,Ahmedabad,Website,Software Development,250.9,2026-07-14,New,Follow-up Required,2026-09-30,SR06,,No
L1435,Relay Payments,FinTech,51-200,Mumbai,Google Search,DevOps,24.0,2026-07-14,Won,Closed,,SR09,300000.0,Yes
L1436,Meridian Pvt Ltd,Manufacturing,1-50,Delhi,Website,Digital Transformation,6.6,2026-07-14,New,Follow-up Required,2026-09-13,SR03,,No
L1437,Paragon Supply Chain,Logistics,51-200,Bengaluru,Cold Calling,Software Development,15.2,2026-07-14,Contacted,Waiting for Response,2026-10-02,SR08,,No
L1438,Wavelet Apps,SaaS,1000+,Hyderabad,Events,DevOps,1396.9,2026-07-14,Contacted,Not Interested,,SR07,,No
L1439,Quartz Finserv,FinTech,201-500,Mumbai ,LinkedIn,Digital Transformation,181.3,2026-07-14,Contacted,Follow-up Required,2026-10-03,SR09,,No
L1440,Vanguard Learning,Education,201-500,Mumbai,Cold Calling,Software Development,170.1,2026-07-14,New,Follow-up Required,2026-10-10,SR06,,No
L1441,Crest Retail,retail,201-500,Pune,Website,Cybersecurity,168.0,2026-07-14,New,Follow-up Required,2026-10-01,SR06,,No
L1442,Trident Learning,Education,1000+,Noida,Events,Software Development,1435.4,2026-07-15,Qualified,Waiting for Response,2026-09-30,SR03,,No
L1443,Optima Softech,Logistics,1-50,Hyderabad,Events,Software Development,5.0,2026-07-15,Meeting,Waiting for Response,2026-10-07,SR04,,No
L1444,Bharat MedTech, Healthcare,1000+,Hyderabad,Email Campaign,DevOps,1045.2,2026-07-15,Meeting,Waiting for Response,2026-09-19,SR08,,No
L1445,Pulse Cargo,logistics,51-200,Hyderabad,Email Campaign,Digital Transformation,42.8,2026-07-15,New,Follow-up Required,2026-09-14,SR07,,No
L1446,Ion Care Systems,Healthcare,1000+,,Cold Calling,Digital Transformation,923.5,2026-07-16,Meeting,Follow-up Required,2026-09-26,SR09,,No
L1447,Quantum Industries,SaaS,51-200,Bengaluru,Cold Calling,Software Development,38.8,2026-07-16,Qualified,Follow-up Required,2026-09-01,SR04,,No
L1448,Bolt Cargo,Logistics,51-200,Bengaluru,Referral,Cloud Services,43.8,2026-07-16,Qualified,Waiting for Response,2026-09-23,SR07,,No
L1449,Sagar MedTech,Healthcare,51-200,Mumbai,Google Search,Software Development,37.3,2026-07-16,New,Follow-up Required,2026-10-07,SR06,,No
L1450,Yonder Networks,FinTech,51-200,Noida,Email Campaign,Digital Transformation,14.8,2026-07-16,New,Follow-up Required,2026-09-24,SR05,,No
L1451,Oasis Networks,E-commerce,501-1000,Bengaluru,Cold Calling,Software Development,476.3,2026-07-16,Contacted,Waiting for Response,2026-10-01,SR04,,No
L1452,Madhav Manufacturing,Manufacturing,501-1000,,Events,DevOps,197.1,2026-07-16,Qualified,Waiting for Response,2026-10-10,SR03,,No
L1453,Quantum Commerce,E-commerce,501-1000,Noida,Website,Cloud Services,204.0,2026-07-16,Qualified,Meeting Scheduled,2026-10-02,SR03,,No
L1454,Umbra Health,Healthcare,51-200,Bengaluru,Email Campaign,Software Development,56.4,2026-07-16,Meeting,Not Interested,,SR04,,No
L1455,Kinetic Industries,Education,51-200,Chennai,Website,Digital Transformation,34.2,2026-07-16,Contacted,Follow-up Required,2026-09-30,SR08,,No
L1456,Solace Learning,Education,501-1000,Mumbai,LinkedIn,Software Development,541.5,2026-07-16,Contacted,Waiting for Response,2026-10-05,SR09,,No
L1457,Wavelet Diagnostics,Healthcare,1-50,Hyderabad,Website,Digital Transformation,11.0,2026-07-16,Contacted,Not Interested,,SR04,,No
L1458,Onyx Cargo,Logistics,1-50,Mumbai,Referral,Digital Transformation,5.7,2026-07-16,Qualified,Follow-up Required,2026-09-16,SR06,,No
L1459,Hive Diagnostics,Healthcare,1-50,Mumbai,Cold Calling,Cloud Services,2.2,2026-07-16,Won,Closed,,SR06,220000.0,Yes
L1460,Lotus Global,Manufacturing,501-1000,Mumbai,LinkedIn,DevOps,322.8,2026-07-16,Qualified,Follow-up Required,2026-09-26,SR02,,No
L1461,Prism Online,E-commerce,501-1000,Jaipur,Email Campaign,Cloud Services,374.6,2026-07-16,Qualified,Waiting for Response,2026-10-06,SR10,,No
L1462,Willow Apps,SaaS,201-500,Pune,Referral,DevOps,76.4,2026-07-17,Contacted,Waiting for Response,2026-10-08,SR06,,No
L1463,Helix Finserv,FinTech,201-500,Noida,Email Campaign,Cybersecurity,91.3,2026-07-17,New,Follow-up Required,2026-09-19,SR05,,No
L1464,Drift Platforms,SaaS,201-500,Delhi,LinkedIn,DevOps,198.0,2026-07-17,Contacted,Not Interested,,SR03,,No
L1465,Xenon Ventures,E-commerce,501-1000,Bengaluru,LinkedIn,Cloud Services,379.6,2026-07-17,Qualified,Contacted,2026-09-12,SR07,,No
L1466,Titan Retail Tech,E-commerce,1-50,Delhi,Email Campaign,Cloud Services,7.1,2026-07-17,Contacted,Follow-up Required,2026-10-10,SR10,,No
L1467,Vayu Online,E-commerce,51-200,Jaipur,Cold Calling,Cloud Services,50.5,2026-07-17,New,Follow-up Required,2026-10-03,SR05,,No
L1468,Spark Software,SaaS,1-50,Mumbai,Email Campaign,Cloud Services,4.3,2026-07-17,New,Follow-up Required,2026-09-20,SR02,,No
L1469,Garuda Retail Tech,E-commerce,1000+,Ahmedabad,Events,DevOps,1295.7,2026-07-17,Qualified,Waiting for Response,06/10/2026,SR02,,No
