Lead_ID,Company_Name,Industry,Company_Size,Size_Order,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Revenue_Imputed,Lead_Created_Date,Lead_Month,Lead_Stage,Stage_Order,Follow_Up_Status,Next_Follow_Up_Date,Follow_Up_Flag,Days_Overdue,Sales_Rep_ID,Deal_Value,Conversion,Deal_Outcome,Website_Visits,Email_Interactions,Calls_Made,Calls_Connected,Meetings,Total_Activities,Last_Contact_Date,Days_Since_Last_Contact,Score_Size,Score_Revenue,Score_Website,Score_Email,Score_Meetings,Score_Service_Fit,Score_Prior_Engagement,Lead_Score,Lead_Category
L1265,Vanguard Finserv,FinTech,51-200,2,Hyderabad,Email Campaign,Cloud Services,26.1,False,2026-06-25,2026-06,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR04,370000,No,Lost,4,2,4,1,2,13,2026-09-01,18,5,5,10,10,20,10,5,65,Warm
L1266,Indus Softech,SaaS,201-500,3,Delhi,Google Search,DevOps,152.5,False,2026-06-25,2026-06,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR10,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,10,0,30,Cold
L1267,Indus Care Systems,Healthcare,501-1000,4,Noida,Events,Cybersecurity,410.8,True,2026-06-25,2026-06,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR01,2000000,No,Lost,5,2,3,2,3,13,2026-09-09,10,15,15,10,10,20,10,10,90,Hot
L1268,Urban Labs,Manufacturing,501-1000,4,Bengaluru,Referral,DevOps,410.7,False,2026-06-25,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR08,1390000,Yes,Won,4,2,5,3,2,15,2026-09-19,0,15,15,10,10,20,4,10,84,Hot
L1269,Chakra Platforms,SaaS,51-200,2,Gurgaon,LinkedIn,DevOps,28.7,False,2026-06-25,2026-06,Proposal,5,Waiting for Response,2026-10-06,Upcoming,0.0,SR01,635000,No,Open,2,1,2,2,2,10,2026-09-10,9,5,5,6,5,20,10,10,61,Warm
L1270,Oasis Enterprises,SaaS,51-200,2,Bengaluru,Google Search,Software Development,47.1,False,2026-06-25,2026-06,Meeting,4,Waiting for Response,2026-10-10,Upcoming,0.0,SR07,,No,Open,1,1,2,1,2,6,2026-09-04,15,5,5,3,5,20,4,5,47,Cold
L1271,Madhav Apps,SaaS,51-200,2,Jaipur,Cold Calling,Software Development,31.7,False,2026-06-26,2026-06,Qualified,3,Meeting Scheduled,2026-10-01,Upcoming,0.0,SR10,,No,Open,1,1,2,1,0,4,2026-08-27,23,5,5,3,5,0,4,5,27,Cold
L1272,Optima Technologies,FinTech,51-200,2,Delhi,Events,Digital Transformation,41.9,False,2026-06-26,2026-06,Qualified,3,Follow-up Required,2026-10-10,Upcoming,0.0,SR05,,No,Open,2,1,1,0,0,5,2026-08-16,34,5,5,6,5,0,4,0,25,Cold
L1273,Banyan Ventures,Retail,51-200,2,Mumbai,Cold Calling,Cloud Services,36.6,False,2026-06-26,2026-06,Contacted,2,Follow-up Required,2026-09-20,Upcoming,0.0,SR09,,No,Open,0,0,2,2,0,3,2026-09-19,0,5,5,0,0,0,10,10,30,Cold
L1274,Lakshya Retail,Retail,51-200,2,Chennai,Cold Calling,Software Development,53.5,False,2026-06-26,2026-06,New,1,Follow-up Required,2026-10-09,Upcoming,0.0,SR08,,No,Open,1,0,0,0,0,1,,,5,10,3,0,0,4,0,22,Cold
L1275,Thrive Online,E-commerce,1-50,1,Hyderabad,LinkedIn,Cloud Services,12.3,False,2026-06-26,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,2,0,1,0,0,3,2026-07-06,75,0,5,6,0,0,10,0,21,Cold
L1276,Relay Ventures,Healthcare,201-500,3,Noida,LinkedIn,Digital Transformation,123.9,False,2026-06-26,2026-06,New,1,Follow-up Required,2026-09-26,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,10,0,36,Cold
L1277,Aryan Marketplace,E-commerce,1000+,5,Delhi,Cold Calling,Digital Transformation,2821.7,False,2026-06-26,2026-06,Meeting,4,Contacted,2026-09-20,Upcoming,0.0,SR03,,No,Open,2,1,3,2,1,8,2026-09-12,7,20,20,6,5,12,4,10,77,Warm
L1278,Bolt Industrial,Manufacturing,201-500,3,Delhi,Email Campaign,Cloud Services,78.4,False,2026-06-26,2026-06,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR01,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,10,0,36,Cold
L1279,Radiant Platforms,SaaS,201-500,3,Bengaluru,Google Search,DevOps,48.7,False,2026-06-26,2026-06,Qualified,3,Contacted,2026-10-01,Upcoming,0.0,SR04,,No,Open,3,2,3,2,0,8,2026-08-20,30,10,5,6,10,0,10,10,51,Cold
L1280,Ishaan Retail Tech,E-commerce,201-500,3,Delhi,LinkedIn,Cloud Services,68.1,False,2026-06-26,2026-06,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR10,970000,No,Lost,2,3,4,1,3,13,2026-09-15,4,10,10,6,10,20,10,5,71,Warm
L1281,Kestrel Industries,Logistics,1-50,1,Noida,Website,Software Development,8.8,False,2026-06-26,2026-06,Contacted,2,Contacted,2026-10-02,Upcoming,0.0,SR01,,No,Open,0,1,2,0,0,3,2026-08-24,26,0,0,0,5,0,4,0,9,Cold
L1282,Ember Manufacturing,Manufacturing,201-500,3,Chennai,Cold Calling,Software Development,121.4,True,2026-06-26,2026-06,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,0,1,3,1,0,4,2026-08-26,24,10,10,0,5,0,4,5,34,Cold
L1283,Sagar Networks,E-commerce,501-1000,4,Bengaluru,Cold Calling,Cloud Services,166.5,False,2026-06-27,2026-06,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR08,,No,Open,1,0,1,1,0,2,2026-09-18,1,15,10,3,0,0,10,5,43,Cold
L1284,Pinnacle Freight,Logistics,1000+,5,Bengaluru,Events,Cybersecurity,1944.9,False,2026-06-27,2026-06,Contacted,2,Follow-up Required,2026-09-20,Upcoming,0.0,SR07,,No,Open,2,0,1,0,0,3,2026-07-29,52,20,20,6,0,0,4,0,50,Cold
L1285,Sagar Diagnostics,Healthcare,51-200,2,Pune,Website,Cybersecurity,43.3,False,2026-06-27,2026-06,Qualified,3,Waiting for Response,2026-10-04,Upcoming,0.0,SR02,,No,Open,3,0,1,0,0,5,2026-09-07,12,5,5,6,0,0,10,0,26,Cold
L1286,Yonder Commerce,E-commerce,1000+,5,Bengaluru,LinkedIn,Cloud Services,1426.4,False,2026-06-27,2026-06,Qualified,3,Waiting for Response,2026-10-10,Upcoming,0.0,SR08,,No,Open,1,1,1,1,0,3,2026-09-06,13,20,20,3,5,0,10,5,63,Warm
L1287,Trident Commerce,E-commerce,51-200,2,Hyderabad,LinkedIn,Digital Transformation,11.7,False,2026-06-27,2026-06,Meeting,4,Meeting Scheduled,2026-10-01,Upcoming,0.0,SR07,,No,Open,2,1,3,1,1,8,2026-09-13,6,5,5,6,5,12,4,5,42,Cold
L1288,Zephyr Networks,FinTech,1-50,1,Mumbai,Website,Cloud Services,2.5,False,2026-06-27,2026-06,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,4,1,2,1,1,8,2026-09-15,4,0,0,10,5,12,10,5,42,Cold
L1289,Lotus Platforms,SaaS,501-1000,4,Pune,Events,Cloud Services,408.2,False,2026-06-27,2026-06,New,1,Follow-up Required,2026-09-28,Upcoming,0.0,SR02,,No,Open,1,0,0,0,0,1,,,15,15,3,0,0,10,0,43,Cold
L1290,Meridian Industries,E-commerce,1-50,1,Pune,Cold Calling,Cloud Services,13.2,False,2026-06-27,2026-06,New,1,Follow-up Required,2026-09-11,Overdue,8.0,SR06,,No,Open,2,0,0,0,0,2,,,0,5,6,0,0,10,0,21,Cold
L1291,Quartz Systems,Education,51-200,2,Gurgaon,Website,Cybersecurity,46.4,False,2026-06-27,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR03,645000,Yes,Won,3,2,3,1,1,11,2026-09-11,8,5,5,6,10,12,4,5,47,Cold
L1292,Unity Stores,Retail,201-500,3,Pune,Email Campaign,Cybersecurity,195.9,False,2026-06-28,2026-06,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR09,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L1293,Thrive Engineering,Manufacturing,1000+,5,Chennai,Cold Calling,Digital Transformation,994.1,False,2026-06-28,2026-06,Contacted,2,Waiting for Response,2026-10-10,Upcoming,0.0,SR04,,No,Open,0,0,1,0,0,2,2026-08-15,35,20,20,0,0,0,10,0,50,Cold
L1294,Dhruv Systems,Retail,51-200,2,Mumbai,LinkedIn,Digital Transformation,53.3,False,2026-06-28,2026-06,Qualified,3,Waiting for Response,2026-10-04,Upcoming,0.0,SR09,,No,Open,0,2,1,1,0,3,2026-08-19,31,5,10,0,10,0,10,5,40,Cold
L1295,Cedar Systems,Education,51-200,2,Delhi,LinkedIn,Cloud Services,50.0,False,2026-06-28,2026-06,Proposal,5,Closed,,No Follow-up Needed,0.0,SR01,780000,No,Lost,4,1,2,0,2,12,2026-08-26,24,5,10,10,5,20,4,0,54,Cold
L1296,Summit Systems,Logistics,1-50,1,Unknown,Website,Cloud Services,3.9,False,2026-06-28,2026-06,Qualified,3,Contacted,2026-09-05,Overdue,14.0,SR01,,No,Open,0,1,1,0,0,3,2026-07-28,53,0,0,0,5,0,10,0,15,Cold
L1297,Hive Cloudware,SaaS,1-50,1,Gurgaon,Email Campaign,DevOps,14.4,False,2026-06-28,2026-06,Qualified,3,Follow-up Required,2026-09-20,Upcoming,0.0,SR10,,No,Open,3,1,3,2,0,7,2026-08-30,20,0,5,6,5,0,10,10,36,Cold
L1298,Lakshya Capital Tech,FinTech,51-200,2,Mumbai,Email Campaign,Cloud Services,17.1,False,2026-06-29,2026-06,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,2,1,3,0,1,8,2026-09-07,12,5,5,6,5,12,10,0,43,Cold
L1299,Relay Industrial,Manufacturing,201-500,3,Mumbai,Cold Calling,Digital Transformation,95.0,False,2026-06-29,2026-06,Meeting,4,Contacted,2026-09-21,Upcoming,0.0,SR06,,No,Open,2,1,3,0,2,8,2026-09-12,7,10,10,6,5,20,10,0,61,Warm
L1300,Falcon Stores,Retail,1-50,1,Ahmedabad,LinkedIn,Software Development,14.0,False,2026-06-29,2026-06,New,1,Follow-up Required,2026-10-06,Upcoming,0.0,SR02,,No,Open,1,0,0,0,0,1,,,0,5,3,0,0,4,0,12,Cold
L1301,Banyan Networks,Manufacturing,201-500,3,Delhi,Cold Calling,Digital Transformation,91.3,False,2026-06-29,2026-06,Contacted,2,Follow-up Required,2026-09-25,Upcoming,0.0,SR05,,No,Open,0,0,2,1,0,2,2026-08-14,36,10,10,0,0,0,10,5,35,Cold
L1302,Trident Industries,E-commerce,1000+,5,Mumbai,Website,Digital Transformation,2228.9,False,2026-06-29,2026-06,New,1,Follow-up Required,2026-10-06,Upcoming,0.0,SR02,,No,Open,2,0,0,0,0,2,,,20,20,6,0,0,4,0,50,Cold
L1303,Indus Health,Healthcare,201-500,3,Delhi,Website,Cybersecurity,72.8,False,2026-06-29,2026-06,Contacted,2,Follow-up Required,2026-10-03,Upcoming,0.0,SR03,,No,Open,2,0,2,0,0,5,2026-09-10,9,10,10,6,0,0,10,0,36,Cold
L1304,Aurora Freight,Logistics,1000+,5,Unknown,Google Search,Cloud Services,1091.4,False,2026-06-29,2026-06,Qualified,3,Follow-up Required,2026-09-25,Upcoming,0.0,SR04,,No,Open,2,1,1,0,0,4,2026-09-08,11,20,20,6,5,0,10,0,61,Warm
L1305,Optima Logistics,Logistics,1-50,1,Delhi,Google Search,Software Development,3.0,False,2026-06-29,2026-06,Contacted,2,Waiting for Response,2026-10-05,Upcoming,0.0,SR03,,No,Open,2,0,2,0,0,4,2026-09-10,9,0,0,6,0,0,4,0,10,Cold
L1306,Orbit Platforms,SaaS,501-1000,4,Hyderabad,Events,Cloud Services,410.8,False,2026-06-29,2026-06,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR08,,No,Open,1,0,0,0,0,1,,,15,15,3,0,0,10,0,43,Cold
L1307,Vayu Payments,FinTech,201-500,3,Mumbai,Referral,Software Development,145.2,False,2026-06-29,2026-06,Qualified,3,Follow-up Required,2026-09-08,Overdue,11.0,SR02,,No,Open,2,1,2,1,0,5,2026-08-27,23,10,10,6,5,0,4,5,40,Cold
L1308,Uday Manufacturing,Manufacturing,1-50,1,Bengaluru,LinkedIn,Digital Transformation,9.7,False,2026-06-30,2026-06,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,0,1,1,1,0,2,2026-07-09,72,0,0,0,5,0,10,5,20,Cold
L1309,Indus Platforms,SaaS,51-200,2,Hyderabad,LinkedIn,Digital Transformation,36.8,True,2026-06-30,2026-06,Qualified,3,Follow-up Required,2026-10-06,Upcoming,0.0,SR08,,No,Open,3,0,1,0,0,6,2026-08-31,19,5,5,6,0,0,4,0,20,Cold
L1310,Optima Manufacturing,Manufacturing,201-500,3,Bengaluru,LinkedIn,Cybersecurity,169.5,False,2026-06-30,2026-06,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,0,2,1,1,0,3,2026-09-04,15,10,10,0,10,0,4,5,39,Cold
L1311,Cedar Supply Chain,Logistics,51-200,2,Bengaluru,LinkedIn,DevOps,33.4,False,2026-06-30,2026-06,Contacted,2,Waiting for Response,2026-09-09,Overdue,10.0,SR07,,No,Open,2,0,2,1,0,5,2026-08-26,24,5,5,6,0,0,4,5,25,Cold
L1312,Orbit Systems,Healthcare,1000+,5,Delhi,Events,Cloud Services,1334.3,False,2026-06-30,2026-06,Meeting,4,Meeting Scheduled,2026-10-01,Upcoming,0.0,SR05,,No,Open,3,0,2,1,2,8,2026-09-03,16,20,20,6,0,20,4,5,75,Warm
L1313,Nexora Wealth Tech,FinTech,1000+,5,Gurgaon,Website,Software Development,1645.3,False,2026-06-30,2026-06,Contacted,2,Waiting for Response,2026-10-02,Upcoming,0.0,SR03,,No,Open,2,0,1,0,0,3,2026-09-09,10,20,20,6,0,0,4,0,50,Cold
L1314,Ion Industrial,Manufacturing,501-1000,4,Bengaluru,Referral,Digital Transformation,377.5,False,2026-06-30,2026-06,Qualified,3,Waiting for Response,2026-09-30,Upcoming,0.0,SR08,,No,Open,3,1,1,1,0,6,2026-09-05,14,15,15,6,5,0,10,5,56,Cold
L1315,Crest Pvt Ltd,Retail,1-50,1,Chennai,Google Search,Software Development,3.7,False,2026-06-30,2026-06,Contacted,2,Follow-up Required,2026-09-24,Upcoming,0.0,SR08,,No,Open,0,0,2,0,0,2,2026-09-03,16,0,0,0,0,0,4,0,4,Cold
L1316,Unity Labs,Manufacturing,1-50,1,Delhi,Website,Digital Transformation,9.1,False,2026-06-30,2026-06,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR10,,No,Open,2,0,1,0,0,3,2026-07-14,67,0,0,6,0,0,10,0,16,Cold
L1317,Oasis Industries,Education,201-500,3,Hyderabad,Google Search,Digital Transformation,131.0,False,2026-06-30,2026-06,Meeting,4,Follow-up Required,2026-09-12,Overdue,7.0,SR04,,No,Open,2,1,2,1,1,6,2026-08-21,29,10,10,6,5,12,10,5,58,Cold
L1318,Bolt Labs,Manufacturing,51-200,2,Delhi,Referral,Cloud Services,19.7,False,2026-06-30,2026-06,Meeting,4,Contacted,2026-10-03,Upcoming,0.0,SR03,,No,Open,3,2,2,1,2,10,2026-09-10,9,5,5,6,10,20,10,5,61,Warm
L1319,Madhav Mart,Retail,201-500,3,Mumbai,Google Search,Digital Transformation,131.1,False,2026-06-30,2026-06,Contacted,2,Contacted,2026-09-25,Upcoming,0.0,SR09,,No,Open,1,0,1,0,0,2,2026-09-03,16,10,10,3,0,0,10,0,33,Cold
L1320,Evergreen Supply Chain,Logistics,1-50,1,Gurgaon,Cold Calling,Cloud Services,3.5,False,2026-06-30,2026-06,Qualified,3,Meeting Scheduled,2026-09-30,Upcoming,0.0,SR05,,No,Open,1,1,3,0,0,5,2026-08-23,27,0,0,3,5,0,10,0,18,Cold
L1321,Evergreen Online,E-commerce,201-500,3,Noida,Website,Cloud Services,132.1,False,2026-06-30,2026-06,Won,6,Closed,,No Follow-up Needed,0.0,SR05,805000,Yes,Won,5,4,5,2,1,16,2026-09-16,3,10,10,10,10,12,10,10,72,Warm
L1322,Uday Solutions,SaaS,201-500,3,Hyderabad,Referral,DevOps,121.4,True,2026-07-01,2026-07,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR04,1120000,No,Lost,3,0,4,1,1,13,2026-09-14,5,10,10,6,0,12,10,5,53,Cold
L1323,Oasis Ventures,Logistics,201-500,3,Delhi,Website,Cybersecurity,44.5,False,2026-07-01,2026-07,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR03,,No,Open,1,0,0,0,0,1,,,10,5,3,0,0,4,0,22,Cold
L1324,Himalaya Pvt Ltd,SaaS,51-200,2,Mumbai,LinkedIn,DevOps,35.9,False,2026-07-01,2026-07,Qualified,3,Follow-up Required,2026-09-15,Overdue,4.0,SR09,,No,Open,1,0,2,1,0,4,2026-09-02,17,5,5,3,0,0,10,5,28,Cold
L1325,Drift Cloudware,SaaS,201-500,3,Jaipur,Cold Calling,Software Development,127.6,False,2026-07-01,2026-07,Qualified,3,Follow-up Required,2026-09-15,Overdue,4.0,SR10,,No,Open,3,1,2,1,0,6,2026-09-17,2,10,10,6,5,0,4,5,40,Cold
L1326,Spark Group,Manufacturing,501-1000,4,Hyderabad,Email Campaign,Software Development,215.9,False,2026-07-01,2026-07,Qualified,3,Follow-up Required,2026-09-01,Overdue,18.0,SR08,,No,Open,2,1,2,1,0,6,2026-09-08,11,15,15,6,5,0,4,5,50,Cold
L1327,Oasis Health,Healthcare,51-200,2,Delhi,Referral,Software Development,31.8,False,2026-07-01,2026-07,Contacted,2,Waiting for Response,2026-10-07,Upcoming,0.0,SR05,,No,Open,2,0,1,1,0,4,2026-07-23,58,5,5,6,0,0,4,5,25,Cold
L1328,Orbit Labs,E-commerce,1-50,1,Hyderabad,Email Campaign,Software Development,14.1,False,2026-07-01,2026-07,New,1,Follow-up Required,2026-09-22,Upcoming,0.0,SR08,,No,Open,1,0,0,0,0,1,,,0,5,3,0,0,10,0,18,Cold
L1329,Ridge Labs,FinTech,1-50,1,Bengaluru,LinkedIn,Cloud Services,4.2,False,2026-07-01,2026-07,Meeting,4,Contacted,2026-10-05,Upcoming,0.0,SR07,,No,Open,4,3,3,0,2,12,2026-09-07,12,0,0,10,10,20,10,0,50,Cold
L1330,Astra Care Systems,Healthcare,1000+,5,Delhi,Google Search,Cybersecurity,2083.5,False,2026-07-02,2026-07,Qualified,3,Follow-up Required,2026-10-08,Upcoming,0.0,SR10,,No,Open,2,0,3,2,0,7,2026-09-05,14,20,20,6,0,0,10,10,66,Warm
L1331,Orbit EdTech,Education,51-200,2,Mumbai,Website,Cloud Services,50.9,False,2026-07-02,2026-07,Proposal,5,Closed,,No Follow-up Needed,0.0,SR09,755000,No,Lost,2,1,2,1,3,11,2026-08-23,27,5,10,6,5,20,4,5,55,Cold
L1332,Vivid Knowledge,Education,51-200,2,Delhi,Referral,Cloud Services,20.8,False,2026-07-02,2026-07,Contacted,2,Follow-up Required,2026-09-23,Upcoming,0.0,SR10,,No,Open,0,0,1,1,0,2,2026-08-23,27,5,5,0,0,0,4,5,19,Cold
L1333,Aurora Technologies,Retail,501-1000,4,Noida,LinkedIn,Digital Transformation,412.4,False,2026-07-02,2026-07,Proposal,5,Waiting for Response,2026-09-06,Overdue,13.0,SR05,1890000,No,Open,2,2,3,1,2,11,2026-09-19,0,15,15,6,10,20,10,5,81,Hot
L1334,Vista Softech,Healthcare,1-50,1,Pune,Website,Digital Transformation,8.3,False,2026-07-02,2026-07,New,1,Follow-up Required,2026-10-08,Upcoming,0.0,SR06,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1335,Bluepeak Capital Tech,FinTech,1-50,1,Bengaluru,Email Campaign,Digital Transformation,8.9,False,2026-07-02,2026-07,Qualified,3,Waiting for Response,2026-10-10,Upcoming,0.0,SR08,,No,Open,0,0,3,2,0,4,2026-09-19,0,0,0,0,0,0,4,10,14,Cold
L1336,Jolt Networks,Retail,51-200,2,Bengaluru,LinkedIn,Cybersecurity,15.7,False,2026-07-02,2026-07,Meeting,4,Meeting Scheduled,2026-09-23,Upcoming,0.0,SR08,,No,Open,1,0,2,2,1,8,2026-09-14,5,5,5,3,0,12,4,10,39,Cold
L1337,Lotus Group,Healthcare,501-1000,4,Mumbai,Cold Calling,Software Development,545.4,False,2026-07-02,2026-07,Proposal,5,Follow-up Required,2026-09-20,Upcoming,0.0,SR06,1225000,No,Open,3,1,3,2,2,10,2026-08-07,43,15,20,6,5,20,4,10,80,Hot
L1338,Dhruv Labs,E-commerce,1-50,1,Delhi,LinkedIn,DevOps,13.7,False,2026-07-03,2026-07,Qualified,3,Waiting for Response,2026-09-19,Due Today,0.0,SR05,,No,Open,1,1,2,2,0,5,2026-09-03,16,0,5,3,5,0,4,10,27,Cold
L1339,Lakshya Global,Retail,201-500,3,Mumbai,Cold Calling,Cloud Services,171.0,False,2026-07-03,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,2,0,1,1,0,3,2026-09-02,17,10,10,6,0,0,10,5,41,Cold
L1340,Vertex Online,E-commerce,1000+,5,Bengaluru,Events,Software Development,1746.5,False,2026-07-03,2026-07,Contacted,2,Follow-up Required,2026-09-22,Upcoming,0.0,SR04,,No,Open,1,1,1,1,0,3,2026-07-27,54,20,20,3,5,0,10,5,63,Warm
L1341,Vivid Ventures,Healthcare,51-200,2,Delhi,Google Search,Cybersecurity,17.7,False,2026-07-03,2026-07,Proposal,5,Not Interested,,No Follow-up Needed,0.0,SR03,480000,No,Lost,3,1,4,1,3,12,2026-09-14,5,5,5,6,5,20,10,5,56,Cold
L1342,Apex Cloudware,SaaS,1-50,1,Delhi,Referral,Cybersecurity,4.5,False,2026-07-03,2026-07,New,1,Follow-up Required,2026-09-15,Overdue,4.0,SR10,,No,Open,1,0,0,0,0,1,,,0,0,3,0,0,4,0,7,Cold
L1343,Madhav Ventures,SaaS,1-50,1,Delhi,Events,Cloud Services,3.2,False,2026-07-03,2026-07,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR01,,No,Open,0,0,2,0,0,2,2026-09-03,16,0,0,0,0,0,10,0,10,Cold
L1344,Thrive Technologies,Healthcare,501-1000,4,Pune,Email Campaign,Digital Transformation,556.1,False,2026-07-03,2026-07,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR09,,No,Open,2,0,0,0,0,2,,,15,20,6,0,0,10,0,51,Cold
L1345,Jade Solutions,E-commerce,201-500,3,Mumbai,LinkedIn,Cloud Services,91.4,False,2026-07-03,2026-07,New,1,Follow-up Required,2026-09-01,Overdue,18.0,SR09,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
L1346,Prism Finserv,FinTech,1-50,1,Bengaluru,Website,Cloud Services,5.0,False,2026-07-03,2026-07,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1347,Oasis MedTech,Healthcare,201-500,3,Bengaluru,Cold Calling,Digital Transformation,106.3,False,2026-07-03,2026-07,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,3,2,1,1,0,6,2026-09-10,9,10,10,6,10,0,10,5,51,Cold
L1348,Vayu Technologies,Education,501-1000,4,Bengaluru,LinkedIn,Software Development,572.1,False,2026-07-03,2026-07,Qualified,3,Follow-up Required,2026-09-28,Upcoming,0.0,SR04,,No,Open,2,1,3,1,0,7,2026-09-02,17,15,20,6,5,0,10,5,61,Warm
L1349,Ishaan Pvt Ltd,Healthcare,201-500,3,Mumbai,Google Search,Cybersecurity,188.4,False,2026-07-04,2026-07,Qualified,3,Meeting Scheduled,2026-09-29,Upcoming,0.0,SR06,,No,Open,2,1,2,0,0,5,2026-09-06,13,10,10,6,5,0,10,0,41,Cold
L1350,Summit Payments,FinTech,1000+,5,Delhi,Events,Software Development,1397.0,False,2026-07-04,2026-07,Contacted,2,Waiting for Response,2026-09-24,Upcoming,0.0,SR03,,No,Open,1,0,2,0,0,3,2026-08-03,47,20,20,3,0,0,4,0,47,Cold
L1351,Paragon Technologies,Healthcare,201-500,3,Noida,Referral,DevOps,121.4,False,2026-07-04,2026-07,Proposal,5,Waiting for Response,2026-10-03,Upcoming,0.0,SR01,620000,No,Open,5,2,2,1,3,13,2026-09-08,11,10,10,10,10,20,4,5,69,Warm
L1352,Thrive Components,Manufacturing,501-1000,4,Pune,Google Search,Digital Transformation,376.7,False,2026-07-04,2026-07,Qualified,3,Follow-up Required,2026-09-29,Upcoming,0.0,SR09,,No,Open,0,1,1,0,0,2,2026-09-16,3,15,15,0,5,0,10,0,45,Cold
L1353,Astra Group,E-commerce,51-200,2,Bengaluru,Referral,DevOps,33.1,False,2026-07-04,2026-07,Qualified,3,Follow-up Required,2026-09-26,Upcoming,0.0,SR04,,No,Open,0,1,2,0,0,4,2026-09-09,10,5,5,0,5,0,4,0,19,Cold
L1354,Sagar Systems,FinTech,51-200,2,Jaipur,Referral,Cybersecurity,53.2,False,2026-07-04,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR05,565000,Yes,Won,3,3,3,2,1,12,2026-09-15,4,5,10,6,10,12,10,10,63,Warm
L1355,Xenon Wealth Tech,FinTech,51-200,2,Bengaluru,LinkedIn,Cybersecurity,19.0,False,2026-07-04,2026-07,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR07,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L1356,Drift Care Systems,Healthcare,51-200,2,Mumbai,Website,Cybersecurity,16.6,False,2026-07-05,2026-07,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR09,,No,Open,0,0,0,0,0,0,,,5,5,0,0,0,10,0,20,Cold
L1357,Gravity Industrial,Manufacturing,201-500,3,Delhi,Cold Calling,DevOps,109.0,False,2026-07-05,2026-07,New,1,Follow-up Required,2026-09-23,Upcoming,0.0,SR03,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,4,0,24,Cold
L1358,Onyx Group,SaaS,1-50,1,Gurgaon,Cold Calling,DevOps,11.2,False,2026-07-05,2026-07,Qualified,3,Follow-up Required,2026-10-08,Upcoming,0.0,SR10,,No,Open,0,1,1,1,0,2,2026-09-14,5,0,5,0,5,0,10,5,25,Cold
L1359,Glide Ventures,SaaS,201-500,3,Hyderabad,Website,Digital Transformation,170.0,False,2026-07-05,2026-07,Contacted,2,Waiting for Response,2026-10-03,Upcoming,0.0,SR08,,No,Open,2,1,2,0,0,5,2026-09-12,7,10,10,6,5,0,4,0,35,Cold
L1360,Echo Industries,SaaS,51-200,2,Delhi,Google Search,Cloud Services,55.8,False,2026-07-05,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR10,605000,Yes,Won,3,2,3,2,2,11,2026-08-17,33,5,10,6,10,20,10,10,71,Warm
L1361,Xenon Retail,Retail,1-50,1,Hyderabad,Referral,Cybersecurity,7.4,False,2026-07-05,2026-07,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,4,0,10,Cold
